bank,filename,date_dt,chron_order_in_country,rate_curr,rate_next,rate_change,urate,pce_inf,effective_ffr,sentence
usfed,C:/Modeling/ETA/USA/pdf/monetary20210428a1.pdf,4/28/21,159,0.25,0.25,0,6,3.12245,0.050,the federal reserve is committed to using its full range of tools to support the u.s. economy in this challenging time thereby promoting its maximum employment and price stability goals. the covid-19 pandemic is causing tremendous human and economic hardship across the united states and around the world. amid progress on vaccinations and strong policy support indicators of economic activity and employment have strengthened. the sectors most adversely affected by the pandemic remain weak but have shown improvement. overall financial conditions remain accommodative in part reflecting policy measures to support the economy and the flow of credit to u.s. households and businesses. the path of the economy will depend significantly on the course of the virus including progress on vaccinations. the ongoing public health crisis continues to weigh on the economy and risks to the economic outlook remain. the committee seeks to achieve maximum employment and inflation at the rate of 2 percent over the longer run. with inflation running persistently below this longer-run goal the committee will aim to achieve inflation moderately above 2 percent for some time so that inflation averages 2 percent over time and longer-term inflation expectations remain well anchored at 2 percent. the committee expects to maintain an accommodative stance of monetary policy until these outcomes are achieved. the committee decided to keep the target range for the federal funds rate at 0 to 1/4 percent and expects it will be appropriate to maintain this target range until labor market conditions have reached levels consistent with the committee's () assessments of maximum employment and inflation has risen to 2 percent and is on track to moderately exceed 2 percent for some time. in addition the federal reserve will continue to increase its holdings of treasury securities by at least 80 billion per month and of agency mortgage-backed securities by at least 40 billion per month until substantial further progress has been made toward the committee's maximum employment and price stability goals. these asset purchases help foster smooth market functioning and accommodative financial conditions thereby supporting the flow of credit to households and businesses. in assessing the appropriate stance of monetary policy the committee will continue to monitor the implications of incoming information for the economic outlook. the committee would be prepared to adjust the stance of monetary policy as appropriate if risks emerge that could impede the attainment of the committee's goals. the committee's assessments will take into account a wide range of information including readings on public health labor market conditions inflation pressures and inflation expectations and financial and international developments.
usfed,C:/Modeling/ETA/USA/pdf/monetary20210616a1.pdf,6/16/21,160,0.25,0.25,0,5.9,3.80182,0.080,the federal reserve is committed to using its full range of tools to support the u.s. economy in this challenging time thereby promoting its maximum employment and price stability goals. progress on vaccinations has reduced the spread of covid-19 in the united states. amid this progress and strong policy support indicators of economic activity and employment have strengthened. the sectors most adversely affected by the pandemic remain weak but have shown improvement. overall financial conditions remain accommodative in part reflecting policy measures to support the economy and the flow of credit to u.s. the path of the economy will depend significantly on the course of the virus. progress on vaccinations will likely continue to reduce the effects of the public health crisis on the economy but risks to the economic outlook remain. the committee seeks to achieve maximum employment and inflation at the rate of 2 percent over the longer run. with inflation having run persistently below this longer-run goal the committee will aim to achieve inflation moderately above 2 percent for some time so that inflation averages 2 percent over time and longer-term inflation expectations remain well anchored at 2 percent. the committee expects to maintain an accommodative stance of monetary policy until these outcomes are achieved. the committee decided to keep the target range for the federal funds rate at 0 to 1/4 percent and expects it will be appropriate to maintain this target range until labor market conditions have reached levels consistent with the committee's () assessments of maximum employment and inflation has risen to 2 percent and is on track to moderately exceed 2 percent for some time. in addition the federal reserve will continue to increase its holdings of treasury securities by at least 80 billion per month and of agency mortgage-backed securities by at least 40 billion per month until substantial further progress has been made toward the committee's maximum employment and price stability goals. these asset purchases help foster smooth market functioning and accommodative financial conditions thereby supporting the flow of credit to households and businesses. in assessing the appropriate stance of monetary policy the committee will continue to monitor the implications of incoming information for the economic outlook. the committee would be prepared to adjust the stance of monetary policy as appropriate if risks emerge that could impede the attainment of the committee's goals. the committee's assessments will take into account a wide range of information including readings on public health labor market conditions inflation pressures and inflation expectations and financial and international developments.
usfed,C:/Modeling/ETA/USA/pdf/monetary20210728a1.pdf,7/28/21,161,0.25,0.25,0,5.4,3.86687,0.070,the federal reserve is committed to using its full range of tools to support the u.s. economy in this challenging time thereby promoting its maximum employment and price stability goals. with progress on vaccinations and strong policy support indicators of economic activity and employment have continued to strengthen. the sectors most adversely affected by the pandemic have shown improvement but have not fully recovered. overall financial conditions remain accommodative in part reflecting policy measures to support the economy and the flow of credit to u.s. households and businesses. the path of the economy continues to depend on the course of the virus. progress on vaccinations will likely continue to reduce the effects of the public health crisis on the economy but risks to the economic outlook remain. the committee seeks to achieve maximum employment and inflation at the rate of 2 percent over the longer run. with inflation having run persistently below this longer-run goal the committee will aim to achieve inflation moderately above 2 percent for some time so that inflation averages 2 percent over time and longer-term inflation expectations remain well anchored at 2 percent. the committee expects to maintain an accommodative stance of monetary policy until these outcomes are achieved. the committee decided to keep the target range for the federal funds rate at 0 to 1/4 percent and expects it will be appropriate to maintain this target range until labor market conditions have reached levels consistent with the committee's assessments of maximum employment and inflation has risen to 2 percent and is on () track to moderately exceed 2 percent for some time. last december the committee indicated that it would continue to increase its holdings of treasury securities by at least 80 billion per month and of agency mortgage-backed securities by at least 40 billion per month until substantial further progress has been made toward its maximum employment and price stability goals. since then the economy has made progress toward these goals and the committee will continue to assess progress in coming meetings. these asset purchases help foster smooth market functioning and accommodative financial conditions thereby supporting the flow of credit to households and businesses. in assessing the appropriate stance of monetary policy the committee will continue to monitor the implications of incoming information for the economic outlook. the committee would be prepared to adjust the stance of monetary policy as appropriate if risks emerge that could impede the attainment of the committee's goals. the committee's assessments will take into account a wide range of information including readings on public health labor market conditions inflation pressures and inflation expectations and financial and international developments.
usfed,C:/Modeling/ETA/USA/pdf/monetary20210922a1.pdf,9/22/21,162,0.25,0.25,0,4.7,3.91914,0.060,the federal reserve is committed to using its full range of tools to support the u.s. economy in this challenging time thereby promoting its maximum employment and price stability goals. with progress on vaccinations and strong policy support indicators of economic activity and employment have continued to strengthen. the sectors most adversely affected by the pandemic have improved in recent months but the rise in covid-19 cases has slowed their recovery. inflation is elevated largely reflecting transitory factors. overall financial conditions remain accommodative in part reflecting policy measures to support the economy and the flow of credit to u.s. households and businesses. the path of the economy continues to depend on the course of the virus. progress on vaccinations will likely continue to reduce the effects of the public health crisis on the economy but risks to the economic outlook remain. the committee seeks to achieve maximum employment and inflation at the rate of 2 percent over the longer run. with inflation having run persistently below this longer-run goal the committee will aim to achieve inflation moderately above 2 percent for some time so that inflation averages 2 percent over time and longer term inflation expectations remain well anchored at 2 percent. the committee expects to - maintain an accommodative stance of monetary policy until these outcomes are achieved. the committee decided to keep the target range for the federal funds rate at 0 to 1/4 percent and expects it will be appropriate to maintain this target range until labor market conditions have reached levels consistent with the committee's () assessments of maximum employment and inflation has risen to 2 percent and is on track to moderately exceed 2 percent for some time. last december the committee indicated that it would continue to increase its holdings of treasury securities by at least 80 billion per month and of agency mortgage backed securities by at least 40 billion per month until substantial further progress has been made toward its - maximum employment and price stability goals. since then the economy has made progress toward these goals. if progress continues broadly as expected the committee judges that a moderation in the pace of asset purchases may soon be warranted. these asset purchases help foster smooth market functioning and accommodative financial conditions thereby supporting the flow of credit to households and businesses. in assessing the appropriate stance of monetary policy the committee will continue to monitor the implications of incoming information for the economic outlook. the committee would be prepared to adjust the stance of monetary policy as appropriate if risks emerge that could impede the attainment of the committee's goals. the committee's assessments will take into account a wide range of information including readings on public health labor market conditions inflation pressures and inflation expectations and financial and international developments.
usfed,C:/Modeling/ETA/USA/pdf/monetary20211103a1.pdf,11/3/21,163,0.25,0.25,0,4.2,4.81815,0.070,the federal reserve is committed to using its full range of tools to support the u.s. economy in this challenging time thereby promoting its maximum employment and price stability goals. with progress on vaccinations and strong policy support indicators of economic activity and employment have continued to strengthen. the sectors most adversely affected by the pandemic have improved in recent months but the summer's rise in covid-19 cases has slowed their recovery. inflation is elevated largely reflecting factors that are expected to be transitory. supply and demand imbalances related to the pandemic and the reopening of the economy have contributed to sizable price increases in some sectors. overall financial conditions remain accommodative in part reflecting policy measures to support the economy and the flow of credit to u.s. the path of the economy continues to depend on the course of the virus. progress on vaccinations and an easing of supply constraints are expected to support continued gains in economic activity and employment as well as a reduction in inflation. the committee seeks to achieve maximum employment and inflation at the rate of 2 percent over the longer run. with inflation having run persistently below this longer-run goal the committee will aim to achieve inflation moderately above 2 percent for some time so that inflation averages 2 percent over time and longer term inflation expectations remain well anchored at 2 percent. the committee expects to - maintain an accommodative stance of monetary policy until these outcomes are achieved. the committee decided to keep the target range for the federal funds rate () at 0 to 1/4 percent and expects it will be appropriate to maintain this target range until labor market conditions have reached levels consistent with the committee's assessments of maximum employment and inflation has risen to 2 percent and is on track to moderately exceed 2 percent for some time. in light of the substantial further progress the economy has made toward the committee's goals since last december the committee decided to begin reducing the monthly pace of its net asset purchases by 10 billion for treasury securities and 5 billion for agency mortgage-backed securities. beginning later this month the committee will increase its holdings of treasury securities by at least 70 billion per month and of agency mortgage backed securities by at least 35 billion per month. beginning in december the committee - will increase its holdings of treasury securities by at least 60 billion per month and of agency mortgage-backed securities by at least 30 billion per month. the committee judges that similar reductions in the pace of net asset purchases will likely be appropriate each month but it is prepared to adjust the pace of purchases if warranted by changes in the economic outlook. the federal reserve's ongoing purchases and holdings of securities will continue to foster smooth market functioning and accommodative financial conditions thereby supporting the flow of credit to households and businesses. in assessing the appropriate stance of monetary policy the committee will continue to monitor the implications of incoming information for the economic outlook. the committee would be prepared to adjust the stance of monetary policy as appropriate if risks emerge that could impede the attainment of the committee's goals. the committee's assessments will take into account a wide range of information including readings on public health labor market conditions inflation pressures and inflation expectations and financial and international developments.
usfed,C:/Modeling/ETA/USA/pdf/monetary20211215a1.pdf,12/15/21,164,0.25,0.25,0,3.9,5.04361,0.070,the federal reserve is committed to using its full range of tools to support the u.s. economy in this challenging time thereby promoting its maximum employment and price stability goals. with progress on vaccinations and strong policy support indicators of economic activity and employment have continued to strengthen. the sectors most adversely affected by the pandemic have improved in recent months but continue to be affected by covid-19. job gains have been solid in recent months and the unemployment rate has declined substantially. supply and demand imbalances related to the pandemic and the reopening of the economy have continued to contribute to elevated levels of inflation. overall financial conditions remain accommodative in part reflecting policy measures to support the economy and the flow of credit to u.s. the path of the economy continues to depend on the course of the virus. progress on vaccinations and an easing of supply constraints are expected to support continued gains in economic activity and employment as well as a reduction in inflation. risks to the economic outlook remain including from new variants of the virus. the committee seeks to achieve maximum employment and inflation at the rate of 2 percent over the longer run. in support of these goals the committee decided to keep the target range for the federal funds rate at 0 to 1/4 percent. with inflation having exceeded 2 percent for some time the committee expects it will be appropriate to maintain this target range until labor market conditions have reached levels consistent with the committee's assessments of maximum employment. in light of inflation developments and the further improvement in the labor market the () backed securities. beginning in january the committee will increase its holdings of treasury securities by at least 40 billion per month and of agency mortgage-backed securities by at least 20 billion per month. the committee judges that similar reductions in the pace of net asset purchases will likely be appropriate each month but it is prepared to adjust the pace of purchases if warranted by changes in the economic outlook. the federal reserve's ongoing purchases and holdings of securities will continue to foster smooth market functioning and accommodative financial conditions thereby supporting the flow of credit to households and businesses. in assessing the appropriate stance of monetary policy the committee will continue to monitor the implications of incoming information for the economic outlook. the committee would be prepared to adjust the stance of monetary policy as appropriate if risks emerge that could impede the attainment of the committee's goals. the committee's assessments will take into account a wide range of information including readings on public health labor market conditions inflation pressures and inflation expectations and financial and international developments.
usfed,C:/Modeling/ETA/USA/pdf/monetary20220126a1.pdf,1/26/22,165,0.25,0.5,1,4,5.209,0.080,indicators of economic activity and employment have continued to strengthen. the sectors most adversely affected by the pandemic have improved in recent months but are being affected by the recent sharp rise in covid-19 cases. job gains have been solid in recent months and the unemployment rate has declined substantially. supply and demand imbalances related to the pandemic and the reopening of the economy have continued to contribute to elevated levels of inflation. overall financial conditions remain accommodative in part reflecting policy measures to support the economy and the flow of credit to u.s. households and businesses. the path of the economy continues to depend on the course of the virus. progress on vaccinations and an easing of supply constraints are expected to support continued gains in economic activity and employment as well as a reduction in inflation. risks to the economic outlook remain including from new variants of the virus. the committee seeks to achieve maximum employment and inflation at the rate of 2 percent over the longer run. in support of these goals the committee decided to keep the target range for the federal funds rate at 0 to 1/4 percent. with inflation well above 2 percent and a strong labor market the committee expects it will soon be appropriate to raise the target range for the federal funds rate. the committee decided to continue to reduce the monthly pace of its net asset purchases bringing them to an end in early march. beginning in february the committee will increase its holdings of treasury securities by at least 20 billion per month and of agency mortgage-backed securities by at least 10 billion per month. the federal reserve's ongoing purchases and holdings of securities will continue to foster smooth market functioning and accommodative financial conditions thereby supporting the flow of credit to households and businesses. in assessing the appropriate stance of monetary policy the committee will continue to monitor the implications of incoming information for the economic outlook. the committee would be prepared to adjust the stance of monetary policy as appropriate if risks emerge that could impede the attainment of the committee's goals. the committee's assessments will take into account a wide range of information including readings on public health labor market conditions inflation pressures and inflation expectations and financial and international developments. patrick harker voted as an alternate member at this meeting.
usfed,C:/Modeling/ETA/USA/pdf/monetary20220316a1.pdf,3/16/22,166,0.5,1,1,3.6,5.36477,0.330,indicators of economic activity and employment have continued to strengthen. job gains have been strong in recent months and the unemployment rate has declined substantially. inflation remains elevated reflecting supply and demand imbalances related to the pandemic higher energy prices and broader price pressures. the invasion of ukraine by russia is causing tremendous human and economic hardship. the implications for the u.s. economy are highly uncertain but in the near term the invasion and related events are likely to create additional upward pressure on inflation and weigh on economic activity. the committee seeks to achieve maximum employment and inflation at the rate of 2 percent over the longer run. with appropriate firming in the stance of monetary policy the committee expects inflation to return to its 2 percent objective and the labor market to remain strong. in support of these goals the committee decided to raise the target range for the federal funds rate to 1/4 to 1/2 percent and anticipates that ongoing increases in the target range will be appropriate. in addition the committee expects to begin reducing its holdings of treasury securities and agency debt and agency mortgage-backed securities at a coming meeting. in assessing the appropriate stance of monetary policy the committee will continue to monitor the implications of incoming information for the economic outlook. the committee would be prepared to adjust the stance of monetary policy as appropriate if risks emerge that could impede the attainment of the committee's goals. the committee's assessments will take into account a wide range of information including readings on public health labor market conditions inflation pressures and inflation expectations and financial and international developments. voting for the monetary policy action were jerome h. voting against this action was james bullard who preferred at this meeting to raise the target range for the federal funds rate by 0.5 percentage point to 1/2 to 3/4 percent. patrick harker voted as an alternate member at this meeting. -0-
usfed,C:/Modeling/ETA/USA/pdf/monetary20220504a1.pdf,5/4/22,167,1,1.75,1,3.6,4.88154,0.830,although overall economic activity edged down in the first quarter household spending and business fixed investment remained strong. job gains have been robust in recent months and the unemployment rate has declined substantially. inflation remains elevated reflecting supply and demand imbalances related to the pandemic higher energy prices and broader price pressures. the invasion of ukraine by russia is causing tremendous human and economic hardship. the invasion and related events are creating additional upward pressure on inflation and are likely to weigh on economic activity. in addition covid-related lockdowns in china are likely to exacerbate supply chain disruptions. the committee seeks to achieve maximum employment and inflation at the rate of 2 percent over the longer run. with appropriate firming in the stance of monetary policy the committee expects inflation to return to its 2 percent objective and the labor market to remain strong. in support of these goals the committee decided to raise the target range for the federal funds rate to 3/4 to 1 percent and anticipates that ongoing increases in the target range will be appropriate. in addition the committee decided to begin reducing its holdings of treasury securities and agency debt and agency mortgage-backed securities on june 1 as described in the plans for reducing the size of the federal reserve's balance sheet that were issued in conjunction with this statement. in assessing the appropriate stance of monetary policy the committee will continue to monitor the implications of incoming information for the economic () the committee would be prepared to adjust the stance of monetary policy as appropriate if risks emerge that could impede the attainment of the committee's goals. the committee's assessments will take into account a wide range of information including readings on public health labor market conditions inflation pressures and inflation expectations and financial and international developments. patrick harker voted as an alternate member at this meeting.
usfed,C:/Modeling/ETA/USA/pdf/monetary20220615a1.pdf,6/15/22,168,1.75,2.5,1,3.6,5.03541,1.580,overall economic activity appears to have picked up after edging down in the first quarter. job gains have been robust in recent months and the unemployment rate has remained low. inflation remains elevated reflecting supply and demand imbalances related to the pandemic higher energy prices and broader price pressures. the invasion of ukraine by russia is causing tremendous human and economic hardship. the invasion and related events are creating additional upward pressure on inflation and are weighing on global economic activity. in addition covid-related lockdowns in china are likely to exacerbate supply chain disruptions. the committee seeks to achieve maximum employment and inflation at the rate of 2 percent over the longer run. in support of these goals the committee decided to raise the target range for the federal funds rate to 1-1/2 to 1-3/4 percent and anticipates that ongoing increases in the target range will be appropriate. in addition the committee will continue reducing its holdings of treasury securities and agency debt and agency mortgage-backed securities as described in the plans for reducing the size of the federal reserve's balance sheet that were issued in may. the committee is strongly committed to returning inflation to its 2 percent objective. in assessing the appropriate stance of monetary policy the committee will continue to monitor the implications of incoming information for the economic outlook. the committee would be prepared to adjust the stance of monetary policy as appropriate if risks emerge that could impede the attainment of the committee's goals. the committee's assessments will take into account a wide range of information including readings on public health labor market conditions inflation () pressures and inflation expectations and financial and international developments. george who preferred at this meeting to raise the target range for the federal funds rate by 0.5 percentage point to 1-1/4 percent to 1-1/2 percent. patrick harker voted as an alternate member at this meeting.
ecb,C:/Modeling/ETA/ecb/pr000105.en.html,1/5/00,1,3,3,0,9.4,1.06302,3.043,"at today's meeting the governing council of the ecb decided that the interest rates on the main refinancing operations, the marginal lending facility and the deposit facility will remain unchanged at 3.0%, 4.0% and 2.0%, respectively. the president of the ecb will comment on the considerations underlying these decisions at a <a href=""/press/pressconf/2000/html/is000105.en.html"">press conference</a> starting at 2.30 p.m. today."
ecb,C:/Modeling/ETA/ecb/pr000120.en.html,1/20/00,2,3,3.25,1,9.4,1.06302,3.043,"at today's meeting the governing council of the ecb decided that the interest rates on the main refinancing operations, the marginal lending facility and the deposit facility will remain unchanged at 3.0%, 4.0% and 2.0%, respectively. it was also decided that for the longer-term refinancing operations to be conducted in the first half of 2000 the eurosystem intends to allot an amount of eur 20 billion per operation. this amount takes into consideration the expected liquidity needs of the banking system of the euro area in the first half of 2000 and the desire of the eurosystem to continue to provide the bulk of its refinancing of the financial sector through its main refinancing operations."
ecb,C:/Modeling/ETA/ecb/pr000203.en.html,2/3/00,3,3.25,3.25,0,9.3,1.03692,3.276,"at today's meeting the governing council of the ecb took the following monetary policy decisions: the interest rate on the main refinancing operations of the eurosystem will be raised by 0.25 percentage point to 3.25%, starting from the operation to be settled on 9 february 2000. the interest rate on the marginal lending facility will be raised by 0.25 percentage point to 4.25%, with effect of 4 february 2000. the interest rate on the deposit facility will be raised by 0.25 percentage point to 2.25%, with effect of 4 february 2000. the president of the ecb will comment on the considerations underlying these decisions at a <a href=""/press/pressconf/2000/html/is000203.en.html"">press conference</a> starting at 2.30 p.m. today."
ecb,C:/Modeling/ETA/ecb/pr000217.en.html,2/17/00,4,3.25,3.25,0,9.3,1.03692,3.276,"at today's meeting (which was held in the form of a teleconference) the governing council of the ecb decided that the interest rates on the main refinancing operations, the marginal lending facility and the deposit facility will remain unchanged at 3.25%, 4.25% and 2.25% respectively."
ecb,C:/Modeling/ETA/ecb/pr000302.en.html,3/2/00,5,3.25,3.5,1,9.2,0.94709,3.510,"at today's meeting the governing council of the ecb decided that the interest rates on the main refinancing operations, the marginal lending facility and the deposit facility will remain unchanged at 3.25%, 4.25% and 2.25% respectively. the president of the ecb will comment on the considerations underlying these decisions at a <a href=""/press/pressconf/2000/html/is000302.en.html"">press conference</a> starting at 2.30 p.m. today."
ecb,C:/Modeling/ETA/ecb/pr000316.en.html,3/16/00,6,3.5,3.5,0,9.2,0.94709,3.510,"at today's meeting (which was also attended by the president of the european commission, mr. r. prodi) the governing council of the ecb took the following monetary policy decisions: the interest rate on the main refinancing operations of the eurosystem will be raised by 0.25 percentage point to 3.5%, starting from the operation to be settled on 22 march 2000. the interest rate on the marginal lending facility will be raised by 0.25 percentage point to 4.5%, with effect from 17 march 2000. the interest rate on the deposit facility will be raised by 0.25 percentage point to 2.5%, with effect from 17 march 2000. following the regular examination of the outlook for price developments in the euro area on the basis of the latest information on monetary, financial and other economic developments, the governing council confirmed the assessment which was presented by the president of the ecb in his introductory statement at the press conference after the governing council meeting on 2 march 2000, as well as in the following issue of the ecb monthly bulletin. as noted there, economic conditions and prospects for the euro area appear to be better at present than at any time in the past decade. at the same time, upside risks to price stability were seen as a reason for vigilance. today's decision addresses these upside risks, thereby contributing to maintaining the favourable outlook for the euro area economy. with regard to the first pillar of the monetary policy strategy of the eurosystem, the prolonged deviation of m3 growth from the reference value of 4 1/2% points to the existence of ample liquidity in the euro area, especially when seen in conjunction with the continued strong growth of credit granted to the private sector. considering the second pillar, most indicators and forecasts point to increasing upward pressures on consumer price inflation over the medium term. the strong rise in oil prices and the downward movement of the exchange rate of the euro in the past are putting upward pressure on import costs and producer prices. in the context of a strong cyclical upswing, there is a risk that these developments could, via second round effects, have lasting effects on consumer price inflation. today's increase in ecb interest rates follows the interest rate decisions taken on 4 november 1999 and 3 february 2000 and continues the policy of countering these emerging upside risks to price stability in a timely and pre-emptive manner. by ensuring a non-inflationary environment, this move will contribute to ensuring sustainable economic growth in the euro area."
ecb,C:/Modeling/ETA/ecb/pr000330.en.html,3/30/00,7,3.5,3.5,0,9.2,0.94709,3.510,"at today's meeting, which was held in madrid, the governing council of the ecb decided that the interest rates on the main refinancing operations, the marginal lending facility and the deposit facility will remain unchanged at 3.5%, 4.5% and 2.5% respectively."
ecb,C:/Modeling/ETA/ecb/pr000413.en.html,4/13/00,8,3.5,3.75,1,9.1,0.89556,3.685,"at today's meeting the governing council of the ecb decided that the interest rates on the main refinancing operations, the marginal lending facility and the deposit facility will remain unchanged at 3.5%, 4.5% and 2.5% respectively. the president of the ecb will comment on the considerations underlying these decisions at a press conference starting at 2.30 p.m. today."
ecb,C:/Modeling/ETA/ecb/pr000427.en.html,4/27/00,9,3.75,3.75,0,9.1,0.89556,3.685,"following the regular examination of the outlook for price developments in the euro area on the basis of the latest information on monetary, financial and other economic developments, the governing council of the ecb took the following monetary policy decisions at today's meeting: the interest rate on the main refinancing operations of the eurosystem will be raised by 0.25 percentage point to 3.75%, starting from the operation to be settled on 4 may 2000. the interest rate on the marginal lending facility will be raised by 0.25 percentage point to 4.75%, with effect from 28 april 2000. the interest rate on the deposit facility will be raised by 0.25 percentage point to 2.75%, with effect from 28 april 2000. with today's decision, the governing council of the ecb continues its policy of reacting to upside risks to price stability in the medium term in a pre-emptive manner. in this way, monetary policy provides the best contribution to ensuring the sustainability of the current phase of strong and non-inflationary economic growth. in its discussions the governing council confirmed the assessment which was presented by the president of the ecb in his introductory statement at the press conference after the governing council meeting on 13 april, as well as in the following issue of the ecb monthly bulletin. in particular, the governing council expressed concern about upside risks to price stability which, given the prospects for strong economic expansion, arise from strong growth in monetary and credit aggregates, as well as from the present level of the exchange rate of the euro. the governing council discussed recent movements in the exchange rates between the major currencies, including the recent decline of the euro, and examined their possible implications for price stability in the euro area. the ecb judges that the present level of the euro does not reflect the strong economic fundamentals of the euro area."
ecb,C:/Modeling/ETA/ecb/pr000511.en.html,5/11/00,10,3.75,3.75,0,9,0.85707,3.920,"at today's meeting the governing council of the ecb decided that the interest rates on the main refinancing operations, the marginal lending facility and the deposit facility will remain unchanged at 3.75%, 4.75% and 2.75% respectively. the president of the ecb will comment on the considerations underlying these decisions at a <a href=""/press/pressconf/2000/html/is000511.en.html"">press conference</a> starting at 2.30 p.m. today."
ecb,C:/Modeling/ETA/ecb/pr000525.en.html,5/25/00,11,3.75,4.25,1,9,0.85707,3.920,"at today's meeting (which was held in the form of a teleconference), the governing council of the ecb decided that the interest rates on the main refinancing operations, the marginal lending facility and the deposit facility will remain unchanged at 3.75%, 4.75% and 2.75% respectively."
ecb,C:/Modeling/ETA/ecb/pr000608.en.html,6/8/00,12,4.25,4.25,0,9,0.96990,4.295,"at today's meeting the governing council of the ecb took the following monetary policy decisions: the interest rate on the main refinancing operations of the eurosystem will be raised by 0.50 percentage point to 4.25% and applied in the two operations (which will be conducted as fixed rate tenders) to be settled on 15 and 21 june 2000. the interest rate on the marginal lending facility will be raised by 0.50 percentage point to 5.25% with effect from 9 june 2000. the interest rate on the deposit facility will be raised by 0.50 percentage point to 3.25%, with effect from 9 june 2000. starting from the operation to be settled on 28 june 2000, the main refinancing operations of the eurosystem will be conducted as variable rate tenders, applying the multiple rate auction procedure. the governing council has decided to set a minimum bid rate for these operations equal to 4.25%. this is the same rate as that which will prevail for the two fixed rate tenders to be implemented following today's decision. the switch to variable rate tenders in the main refinancing operations is not intended as a further change in the monetary policy stance of the eurosystem. the new tender mechanism is a response to the severe overbidding which has developed in the context of the current fixed rate tender procedure. for the purpose of signalling the monetary policy stance, the minimum bid rate is designed to play the role performed, until now, by the rate in fixed rate tenders. this change does not in any way rule out the option that, in the future, the main refinancing operations of the eurosystem may be conducted in principle as fixed rate tenders. the time available until implementation of the new tender procedure as from the first main refinancing operation of the maintenance period starting on 24 june 2000 will help counterparties to prepare for the change. in accordance with article 8 of the regulation (ec) no. 2818/98 of the european central bank of 1 december 1998 on the application of minimum reserves (ecb/1998/15), the marginal interest rate of the main refinancing operation is used to calculate the remuneration of required reserves. the president of the ecb will comment on the considerations underlying these decisions at a <a href=""/press/pressconf/2000/html/is000608.en.html"">press conference</a> starting at 2.30 p.m. today."
ecb,C:/Modeling/ETA/ecb/pr000621.en.html,6/21/00,13,4.25,4.25,0,9,0.96990,4.295,"at today's meeting the governing council of the ecb decided that the interest rates on the marginal lending facility and the deposit facility will remain unchanged at 5.25% and 3.25% respectively. as announced on 8 june 2000, the forthcoming main refinancing operations of the eurosystem will be conducted as variable rate tenders, applying the multiple rate auction procedure, with a minimum bid rate of 4.25%. this rate is the same as that which prevailed for the two fixed rate tender operations settled on 15 and 21 june 2000. the governing council also decided that, for the longer-term refinancing operations to be conducted in the second half of 2000, the eurosystem intends to allot an amount of eur 15 billion per operation. this amount takes into consideration the expected liquidity needs of the banking system of the euro area in the second half of 2000 and the desire of the eurosystem to continue to provide the bulk of its refinancing of the financial sector through its main refinancing operations."
ecb,C:/Modeling/ETA/ecb/pr000706.en.html,7/6/00,14,4.25,4.25,0,9,0.85535,4.309,"at today's meeting the governing council of the ecb decided that the minimum bid rate on the main refinancing operations and the interest rates on the marginal lending facility and the deposit facility will remain unchanged at 4.25%, 5.25% and 3.25% respectively. the president of the ecb will comment on the considerations underlying these decisions at a <a href=""/press/pressconf/2000/html/is000706.en.html"">press conference</a> starting at 2.30 p.m. today."
ecb,C:/Modeling/ETA/ecb/pr000720.en.html,7/20/00,15,4.25,4.25,0,9,0.85535,4.309,"at today's meeting the governing council of the ecb decided that the minimum bid rate on the main refinancing operations and the interest rates on the marginal lending facility and the deposit facility will remain unchanged at 4.25%, 5.25% and 3.25% respectively."
ecb,C:/Modeling/ETA/ecb/pr000803.en.html,8/3/00,16,4.25,4.5,1,8.9,0.95513,4.419,"at today's meeting, which was held in the form of a teleconference, the governing council of the ecb decided that the minimum bid rate on the main refinancing operations and the interest rates on the marginal lending facility and the deposit facility will remain unchanged at 4.25%, 5.25% and 3.25% respectively."
