,filename,sentence,paragraph_index,year,date,is_table,paragraphs,num_char_sentence,total_chars
393,./Czechia/tk_07sz2013_aj.pdf," 2 Reasons for the decision within  the context of the forecast  Consistent with the forecast is  significant decline in market interest rates  well below,zero  followed by  rise in rates above the current levels only at  the end of ",4,2013,2013/11/07,0,20,233,4002
394,./Czechia/tk_07sz2013_aj.pdf," Given the zero lower bound on interest,rates  this points to  significant need  to ease monetary policy using other ",5,2013,2013/11/07,0,20,117,4002
395,./Czechia/tk_07sz2013_aj.pdf, An alternative scenario quantifying the use of the exchange rate of the  koruna confirms that  sustained weakening of the exchange rate is an  effective instrument for accelerating the return of inflation towards the ,6,2013,2013/11/07,0,20,218,4002
396,./Czechia/tk_07sz2013_aj.pdf, 3 The exchange rate as an additional  monetary policy instrument  So far the CNB has used its standard instruments to ease the  monetary ,7,2013,2013/11/07,0,20,138,4002
397,./Czechia/tk_07sz2013_aj.pdf," The key monetary policy rate was lowered ,gradually  reaching the technical zero bound in autumn ",7,2013,2013/11/07,0,20,98,4002
398,./Czechia/tk_07sz2013_aj.pdf," In order to avoid long-term undershooting of the inflation target and  to speed up the return to the situation in which it will be able to use  its standard,instrument  i.e. interest,rates  the CNB has started to  use the exchange rate as an additional monetary policy ",8,2013,2013/11/07,0,20,270,4002
399,./Czechia/tk_07sz2013_aj.pdf, The CNB is resolved to intervene on the FX market in such volumes  and for such duration as needed to reach the desired exchange rate  level with the aim of hitting its inflation target in the ,9,2013,2013/11/07,0,20,194,4002
400,./Czechia/tk_07sz2013_aj.pdf," The baseline versus alternative  scenario of the forecast  Consistent with the baseline scenario of the forecast is   decline in market interest,rates  which cannot occur in,practice   pointing to  need to use  different monetary policy  ",9,2013,2013/11/07,0,20,239,4002
401,./Czechia/tk_07sz2013_aj.pdf," As  result of the Bank Board’s decision to start using the  exchange,rate  the alternative scenario becomes the most  probable description of expected future economic  ",10,2013,2013/11/07,0,20,169,4002
402,./Czechia/tk_07sz2013_aj.pdf, The following slides describe first the baseline scenario and  then the alternative ,11,2013,2013/11/07,0,20,85,4002
403,./Czechia/tk_07sz2013_aj.pdf," The message of the forecast  (baseline scenario with negative rates)  Food prices and administered prices together with tax changes continue to be the source  of current,inflation  but their contribution is ",11,2013,2013/11/07,0,20,208,4002
405,./Czechia/tk_07sz2013_aj.pdf, At the beginning of 2014 inflation will fall to zero due to an unwinding of the effects of  VAT changes and  drop in administered ,12,2013,2013/11/07,0,20,131,4002
406,./Czechia/tk_07sz2013_aj.pdf, In the following period inflation will grow  again towards the ,12,2013,2013/11/07,0,20,64,4002
408,./Czechia/tk_07sz2013_aj.pdf,",However   gradual recovery has already been  observed since 2013 Q2. Next,year  the economy will grow by 1.5% and  the growth will  accelerate to 3% in ",13,2013,2013/11/07,0,20,153,4002
410,./Czechia/tk_07sz2013_aj.pdf, At the longer end of the  forecast it will appreciate only very ,14,2013,2013/11/07,0,20,65,4002
411,./Czechia/tk_07sz2013_aj.pdf," Consistent with the forecast is  significant decline in market interest rates well below ,zero  followed by  rise in rates above the current levels only at the end of ",15,2013,2013/11/07,0,20,168,4002
414,./Czechia/tk_07sz2013_aj.pdf," In the alternative,scenario  the exchange rate takes over the  stabilising role of monetary ",18,2013,2013/11/07,0,20,93,4002
415,./Czechia/tk_07sz2013_aj.pdf, The CNB will intervene on the  foreign exchange market to weaken the koruna so that the  exchange rate of the koruna against the euro is close to  CZK ,18,2013,2013/11/07,0,20,152,4002
416,./Czechia/tk_07sz2013_aj.pdf, This facilitates an earlier return of headline and monetary-policy  relevant inflation to the 2% target compared to the baseline  scenario even with interest rates being at the zero lower ,19,2013,2013/11/07,0,20,189,4002
417,./Czechia/tk_07sz2013_aj.pdf," At  shorter,horizon  GDP growth recovers more quickly  compared to the baseline ",20,2013,2013/11/07,0,20,81,4002
419,./Czechia/tk_08sz2012_aj.pdf, Press conference of the  CNB Bank Board 8th Situation Report on  Economic and Monetary  Developments 19 December 2012 The monetary policy decision taken  and the ratio of the votes cast   At the close of the meeting the Board decided  unanimously to leave the two-week repo rate unchanged  at ,1,2012,2012/12/19,0,12,294,2195
420,./Czechia/tk_08sz2012_aj.pdf,"  Reasons for the decision   Next,year  headline inflation will be slightly above the CNB’s inflation  target owing to tax,changes  whereas monetary-policy relevant  inflation will be in the lower half of the tolerance band over the whole  forecast horizon including the monetary policy ",2,2012,2012/12/19,0,12,287,2195
421,./Czechia/tk_08sz2012_aj.pdf," Consistent with the forecast is  decline in market interest,rates   followed by  rise in rates in ",3,2012,2012/12/19,0,12,99,2195
422,./Czechia/tk_08sz2012_aj.pdf, The overall risks to the inflation forecast are slightly on the ,4,2012,2012/12/19,0,12,65,2195
424,./Czechia/tk_08sz2012_aj.pdf," Developments in industrial,production  construction output and retail sales  in October continue to indicate subdued economic ",5,2012,2012/12/19,0,12,127,2195
425,./Czechia/tk_08sz2012_aj.pdf," The labour market exhibits signs of:slump    Total employment saw y-o-y growth in 2012,Q3  but it declined when converted to full-  time ",6,2012,2012/12/19,0,12,138,2195
426,./Czechia/tk_08sz2012_aj.pdf, Unemployment continued to rise in terms of both the s.a. general unemployment rate in  Q3 and the s.a. registered unemployment rate in October and ,7,2012,2012/12/19,0,12,148,2195
427,./Czechia/tk_08sz2012_aj.pdf, Y-o-y growth in the average nominal wage again decelerated markedly in 2012 ,8,2012,2012/12/19,0,12,77,2195
428,./Czechia/tk_08sz2012_aj.pdf, The inflationary effects of external cost-push factors weakened  somewhat due to slightly lower oil ,9,2012,2012/12/19,0,12,101,2195
429,./Czechia/tk_08sz2012_aj.pdf,"  Comparison of actual data  with the CNB forecast 10 9.0 9.1 forecast actual data    3.0 2.7 2.4  1.4  -0.8 -1.3 -2 GDP,(Q3  2012) Inflation (November Average wage   Unemployment,(Q4  2012),(Q3 2012) 2012):Note  in,percentages  for unemployment comparison of expected outcome with forecast for the respective quarter   Major risks to the forecast The overall risks to the inflation forecast are slightly on the  ",10,2012,2012/12/19,0,12,413,2195
430,./Czechia/tk_08sz2012_aj.pdf, Risks on the:downside    weaker domestic economic activity and slower wage growth   domestic price developments   developments abroad  Risks on the:upside    currently higher agricultural commodity prices The koruna exchange rate partially offsets anti-inflationary domestic  ,11,2012,2012/12/19,0,12,277,2195
431,./Czechia/tk_08sz2012_aj.pdf,  Thank you for your attention Minutes of the today’s meeting and  the Graph of Risks to the Inflation  Projection (GRIP) will be released  on 31 December 2012 at :http:,12,2012,2012/12/19,0,12,169,2195
436,./Czechia/tk_06sz2011_aj.pdf, Press conference of the  CNB Bank Board 6th Situation Report on  Economic and Monetary  Developments 2 September 2011 The monetary policy decision taken  and the ratio of the votes cast  At the close of the meeting the Board decided  unanimously to leave the two-week repo rate unchanged  at ,1,2011,2011/09/22,0,12,293,2220
437,./Czechia/tk_06sz2011_aj.pdf,  Reasons for the decision  Monetary-policy relevant inflation will be close to the inflation  target over the entire forecast ,2,2011,2011/09/22,0,12,127,2220
438,./Czechia/tk_06sz2011_aj.pdf, Headline inflation will be temporarily slightly above 3% due to  VAT ,2,2011,2011/09/22,0,12,70,2220
439,./Czechia/tk_06sz2011_aj.pdf, Consistent with the forecast is broad stability of market  interest rates at the start of the forecast horizon and  gradual  rise in rates starting in late 2011/early ,3,2011,2011/09/22,0,12,168,2220
440,./Czechia/tk_06sz2011_aj.pdf, The risks to the forecast are slightly on the downside for  inflation and substantially on the downside for interest ,4,2011,2011/09/22,0,12,118,2220
443,./Czechia/tk_06sz2011_aj.pdf, July industrial production (4.4%;y-o-y  0.1% m-o-m) indicates slowing ,6,2011,2011/09/22,0,12,71,2220
445,./Czechia/tk_06sz2011_aj.pdf, The  seasonally adjusted ILO unemployment rate was flat at 7% in q-o-q ,7,2011,2011/09/22,0,12,72,2220
446,./Czechia/tk_06sz2011_aj.pdf, The seasonally adjusted registered unemployment rate slightly decreased in  July and ,8,2011,2011/09/22,0,12,86,2220
448,./Czechia/tk_06sz2011_aj.pdf,",Decelerating  albeit still,high  growth in industrial producer prices (5.7%) and  agricultural producer prices (16.4%) in August mainly reflects the gradually  fading effects of the recent surge in global commodity ",10,2011,2011/09/22,0,12,216,2220
449,./Czechia/tk_06sz2011_aj.pdf,"  Comparison of actual data  with the CNB forecast  8.4 8.4 forecast  actual data      2.5 2.5 2.2 2.1 2.0  1.7   GDP,(Q2  2011) Inflation (August 2011) Average wage   Unemployment,(Q3 ,(Q2 2011) 2011):Note  for,unemployment  comparison of August data with the forecast for the whole quarter  Major risks to the forecast The risks to the forecast are slightly on the downside for  inflation and substantially on the downside for interest  ",11,2011,2011/09/22,0,12,439,2220
450,./Czechia/tk_06sz2011_aj.pdf, Major risk on the:upside   weaker koruna exchange rate Major risk on the downside (for interest:rates)   lower foreign interest rates outlook  condition of the financial sector and public finances in developed  countries  Thank you for your attention Minutes of the today’s meeting and  the Graph of Risks to the Inflation  Projection (GRIP) will be released  on 30 September 2011 at :http:,12,2011,2011/09/22,0,12,391,2220
451,./Czechia/tk_01sz2011_aj.pdf, Press conference of the CNB Bank Board 1st Situation Report on  Economic and Monetary  Developments  February 2011 The monetary policy decision taken and the ratio of the votes cast  At the close of the meeting the Bank Board decided by   majority vote to leave the two-week repo rate unchanged  at ,1,2011,2011/02/03,0,10,300,1565
452,./Czechia/tk_01sz2011_aj.pdf," Four board members voted in favour of this,decision  and  three members voted for increasing rates by 0.25  percentage ",2,2011,2011/02/03,0,10,120,1565
453,./Czechia/tk_01sz2011_aj.pdf,  Reasons for the decision   Headline and monetary-policy relevant inflation will be close  to the inflation target over the monetary policy ,3,2011,2011/02/03,0,10,141,1565
454,./Czechia/tk_01sz2011_aj.pdf," Consistent with the forecast is stability of market interest  rates close to their current levels,initially  followed by   gradual rise in rates as from the end of ",4,2011,2011/02/03,0,10,165,1565
455,./Czechia/tk_01sz2011_aj.pdf," Risks to the forecast are significant in both,directions   associated with external,developments  and balanced  ",5,2011,2011/02/03,0,10,113,1565
456,./Czechia/tk_01sz2011_aj.pdf,  The message of the forecast  Headline inflation is currently close to the inflation target and will remain  at this level over the entire ,6,2011,2011/02/03,0,10,140,1565
457,./Czechia/tk_01sz2011_aj.pdf, Monetary-policy relevant inflation will grow at the beginning of this;year   thereafter it will be close to the target together with headline ,7,2011,2011/02/03,0,10,143,1565
458,./Czechia/tk_01sz2011_aj.pdf," Economic growth will slow this year due to fiscal,restriction  fading  investment in solar power stations and,re-stocking  and  slowdown in  external ",8,2011,2011/02/03,0,10,151,1565
460,./Czechia/tk_01sz2011_aj.pdf, The nominal exchange rate is gradually appreciating over the forecast  ,9,2011,2011/02/03,0,10,72,1565
461,./Czechia/tk_01sz2011_aj.pdf," Consistent with the forecast is stability of market interest rates close to  their current levels,initially  followed by  gradual rise in rates as from  the end of ",10,2011,2011/02/03,0,10,165,1565
464,./Czechia/TK_05SZ2008_AJ.pdf," Press Conference of the CNB Bank Board 5th Situation Report on Economic  and Monetary Developments  August 2008 The  monetary  policy  decision  taken   and  the  ratio  of  the  votes  cast At the close of the meeting the Board decided  unanimously to decrease the CNB two-week repo rate by 0.25 percentage point to,3.50%  effective  August ",1,2008,2008/08/07,0,4,343,796
465,./Czechia/TK_05SZ2008_AJ.pdf," At the same time it decided to  decrease the discount rate and Lombard rate by the  same,amount  to 2.50% and 4.50% ",1,2008,2008/08/07,0,4,117,796
468,./Czechia/TK_05SZ2008_AJ.pdf," Compared to the previous,forecast  the rate of economic growth is  lower in both 2008 and ",2,2008,2008/08/07,0,4,91,796
469,./Czechia/TK_05SZ2008_AJ.pdf," Compared to the previous,forecast  the forecast for both headline and  monetary-policy relevant inflation is ",3,2008,2008/08/07,0,4,110,796
470,./Czechia/TK_05SZ2008_AJ.pdf," Compared to the previous,forecast  the interest rate path is falling  less ",4,2008,2008/08/07,0,4,76,796
473,./Czechia/tk_01sz2013_aj.pdf, Press conference of the  CNB Bank Board 1st Situation Report on  Economic and Monetary  Developments  February 2013 The monetary policy decision taken  and the ratio of the votes cast   At the close of the meeting the Board decided  unanimously to leave the two-week repo rate unchanged  at ,1,2013,2013/02/06,0,13,292,1751
474,./Czechia/tk_01sz2013_aj.pdf,  Reasons for the decision   Headline inflation will be close to the 2% target this ,2,2013,2013/02/06,0,13,84,1751
475,./Czechia/tk_01sz2013_aj.pdf," In early ,2014  after the effects of the increase in both VAT rates of  ",2,2013,2013/02/06,0,13,73,1751
477,./Czechia/tk_01sz2013_aj.pdf, Monetary-policy relevant inflation will be in the lower half of the  tolerance band over the entire ,4,2013,2013/02/06,0,13,101,1751
478,./Czechia/tk_01sz2013_aj.pdf," Consistent with the forecast is  slight decline in market interest ,rates  followed by  rise in rates as from ",5,2013,2013/02/06,0,13,111,1751
480,./Czechia/tk_01sz2013_aj.pdf,"  The message of the forecast  baseline scenario   Tax,changes  food price growth and gradually fading import price growth are the  sources of currently observed ",7,2013,2013/02/06,0,13,162,1751
482,./Czechia/tk_01sz2013_aj.pdf, Headline inflation will be close to the CNB’s 2% target this year despite the increase  in both VAT rates of  ,8,2013,2013/02/06,0,13,111,1751
483,./Czechia/tk_01sz2013_aj.pdf, Monetary-policy relevant inflation will be in the lower half  of the tolerance band around the target over the whole forecast ,8,2013,2013/02/06,0,13,127,1751
484,./Czechia/tk_01sz2013_aj.pdf," This,year  GDP will drop by 0.3% amid markedly restrictive domestic fiscal policy and  only gradual recovery in external ",9,2013,2013/02/06,0,13,122,1751
486,./Czechia/tk_01sz2013_aj.pdf, The koruna exchange rate to the euro will appreciate very slightly from current ,10,2013,2013/02/06,0,13,81,1751
487,./Czechia/tk_01sz2013_aj.pdf," Consistent with the forecast is  slight decline in market interest,rates  followed by   rise in rates as from ",11,2013,2013/02/06,0,13,111,1751
489,./Czechia/tk_01sz2013_aj.pdf," 13 Thank you for your attention More information about the forecast  can be found at :http //www.cnb.cz/en/monetary_policy/forecast/ and in Inflation Report,I/2013   to be published 15 February ",13,2013,2013/02/06,0,13,195,1751
490,./Czechia/tk_06sz2013_aj.pdf, Press conference of the  CNB Bank Board 6th Situation Report on  Economic and Monetary  Developments 26 September 2013 The monetary policy decision and  the stance of the CNB  At the close of the meeting the Board decided unanimously to  leave the two-week repo rate unchanged at ,1,2013,2013/09/26,0,14,281,2181
491,./Czechia/tk_06sz2013_aj.pdf, Interest rates will remain at current levels (i.e. at technical zero)  over  longer horizon until inflation pressures increase  ,2,2013,2013/09/26,0,14,129,2181
492,./Czechia/tk_06sz2013_aj.pdf, The CNB is ready to use the exchange rate if further monetary  policy easing becomes ,3,2013,2013/09/26,0,14,86,2181
493,./Czechia/tk_06sz2013_aj.pdf, The probability of launching  foreign exchange interventions has not changed and remains  ,3,2013,2013/09/26,0,14,91,2181
494,./Czechia/tk_06sz2013_aj.pdf,"  Reasons for the decision within  the context of the forecast  Consistent with the forecast is  decline in market interest rates to ,zero  followed by  noticeable rise in rates only in ",4,2013,2013/09/26,0,14,186,2181
495,./Czechia/tk_06sz2013_aj.pdf," Given the zero lower bound on monetary policy,rates  this points to   need for easing monetary policy using other ",5,2013,2013/09/26,0,14,115,2181
496,./Czechia/tk_06sz2013_aj.pdf, The current Inflation Report III/2013 forecast does not predict an  increase in inflation pressures and no tangible risks of such an increase in inflation pressures can be identified ,6,2013,2013/09/26,0,14,184,2181
497,./Czechia/tk_06sz2013_aj.pdf," The risks to the inflation forecast are slightly on the,downside  tilted  towards the need for slightly easier monetary ",7,2013,2013/09/26,0,14,121,2181
501,./Czechia/tk_06sz2013_aj.pdf, The labour market broadly stagnated in 2013:Q2   Total employment ,10,2013,2013/09/26,0,14,67,2181
503,./Czechia/tk_06sz2013_aj.pdf, The share of unemployed persons has been slightly increasing ,10,2013,2013/09/26,0,14,62,2181
504,./Czechia/tk_06sz2013_aj.pdf," The average nominal wage grew by just 1.2%,y-o-y  with faster growth in the non- business sector than in the business ",11,2013,2013/09/26,0,14,119,2181
505,./Czechia/tk_06sz2013_aj.pdf, No cost-push inflation pressures are apparent and the outlook for  administered prices is shifting ,12,2013,2013/09/26,0,14,100,2181
506,./Czechia/tk_06sz2013_aj.pdf,"  Comparison of actual data  with the CNB forecast:Note  in,percentages  for share of unemployed persons comparison of s.a. outcomes in July and August with  forecast for 2013 Q3  Risks to the forecast The risks to the forecast are tilted towards  need for  slightly easier monetary ",13,2013,2013/09/26,0,14,283,2181
507,./Czechia/tk_06sz2013_aj.pdf, Risks in this:direction   lower domestic inflation and administered price outlook  lower wage growth  Thank you for your attention Minutes of the today’s meeting and  the Graph of Risks to the Inflation  Projection (GRIP) will be released  on  October 2013 at :http:,14,2013,2013/09/26,0,14,267,2181
511,./Czechia/tk_08sz2010_aj.pdf, Press conference of the  CNB Bank Board 8th Situation Report on  Economic and Monetary  Developments 2 December 2010 The monetary policy decision taken  and the ratio of the votes cast   At the close of the meeting the Bank Board decided by   majority vote to leave the two-week repo rate unchanged  at ,1,2010,2010/12/22,0,8,304,2054
512,./Czechia/tk_08sz2010_aj.pdf, Six board members voted in favour of this decision and  one member voted for increasing rates by 0.25  percentage ,2,2010,2010/12/22,0,8,115,2054
513,./Czechia/tk_08sz2010_aj.pdf,"  Reasons for the decision   According to the,forecast  headline and monetary-policy  relevant inflation will be close to the 2% target at the  monetary policy ",3,2010,2010/12/22,0,8,160,2054
514,./Czechia/tk_08sz2010_aj.pdf," Consistent with the forecast is stability of market interest  rates close to their current levels,initially  followed by   gradual rise in rates at the longer end of the ",4,2010,2010/12/22,0,8,171,2054
517,./Czechia/tk_08sz2010_aj.pdf," Its growth was driven mainly by investments in  inventories and solar power;stations   Annual growth in industrial production in October (6.9%) indicates   continuing,recovery  but production fell slightly in m-o-m terms;(-0.3%)   The situation on the labour market has ",6,2010,2010/12/22,0,8,271,2054
518,./Czechia/tk_08sz2010_aj.pdf," The drop in total  employment almost halted in Q3,(-0.2%)  ILO unemployment stagnated  (7.2%) and seasonally adjusted registered unemployment even slightly  increased in the course of ",6,2010,2010/12/22,0,8,185,2054
520,./Czechia/tk_08sz2010_aj.pdf," In,November  growth in industrial producer prices (2.7%) and agricultural  producer prices (23.4%) was in line with growing global commodity prices.     Comparison of actual data  with the CNB forecast 10 forecast 8.8 8.9  actual data      2.8  2.7 2.6 2.1 2.0 2.0    GDP,(Q3 2010) inflation (November average wage   unemployment  2010),(Q3 2010),(Q4 2010):Note  for,unemployment   comparison of November data with the forecast for the whole quarter  Major risks to the forecast Forecast risks are balanced Major risks on the:downside    Slower-than-expected nominal wage growth Major risk on the:upside    Growing world commodity prices   Currently weaker koruna exchange rate  Thank you for your attention Minutes of the today’s  meeting will be released on   January 2011 at :http:",8,2010,2010/12/22,0,8,785,2054
521,./Czechia/TK_04SZ2007_EN.pdf," Press Conference of the CNB Bank Board 4th Situation Report on Economic  and Monetary Developments 26 April 2007 The  monetary  policy  decision  taken   and  the  ratio  of  the  votes  cast After discussing the situation,report  the Board decided by   majority vote to leave the CNB two-week repo rate  unchanged at ",1,2007,2007/04/26,0,5,319,1149
522,./Czechia/TK_04SZ2007_EN.pdf," Four members voted in favour of this ,decision  and two members voted for increasing rates by  0.25 of  percentage ",1,2007,2007/04/26,0,5,116,1149
524,./Czechia/TK_04SZ2007_EN.pdf, Comparison  with  the  January   forecast  Compared to the January forecast the rate of growth is higher in 2007 and ,1,2007,2007/04/26,0,5,118,1149
525,./Czechia/TK_04SZ2007_EN.pdf," The real economy will generate inflationary pressures in 2007 and ,2008  whereas according to the January forecast it was only in  ",2,2007,2007/04/26,0,5,132,1149
526,./Czechia/TK_04SZ2007_EN.pdf," Compared to the January,forecast  inflation is initially,higher  but  starting from 3Q 2008 ",3,2007,2007/04/26,0,5,93,1149
527,./Czechia/TK_04SZ2007_EN.pdf, At the monetary policy horizon (2Q-3Q 2008) inflation adjusted for  the first-round effect of indirect taxes (which is relevant for  monetary policy) is in the lower part of the tolerance band of the  inflation ,4,2007,2007/04/26,0,5,212,1149
529,./Czechia/TK_04SZ2007_EN.pdf, Major risks and:uncertainties   new data from domestic economy since the forecast elaboration  external developments  the fiscal reform  exchange rate of the ,5,2007,2007/04/26,0,5,159,1149
530,./Czechia/tk_07sz2011_aj.pdf, Press conference of the CNB Bank Board 7th Situation Report on  Economic and Monetary  Developments  November 2011 The monetary policy decision taken and the ratio of the votes cast  At the close of the meeting the Board decided  by  majority vote to leave the two-week repo rate  unchanged at ,1,2011,2011/11/03,0,19,295,2860
531,./Czechia/tk_07sz2011_aj.pdf," Six members voted in favour of this,decision  and one  member voted for lowering rates by 0.25 percentage  ",2,2011,2011/11/03,0,19,108,2860
532,./Czechia/tk_07sz2011_aj.pdf,  Reasons for the decision  Monetary-policy relevant inflation will be slightly below the  target over the entire forecast ,3,2011,2011/11/03,0,19,123,2860
533,./Czechia/tk_07sz2011_aj.pdf," Headline inflation will rise temporarily to just below 3% in 2012 owing to  VAT ,increase  but will fall back below the target at the start of ",3,2011,2011/11/03,0,19,144,2860
534,./Czechia/tk_07sz2011_aj.pdf, Consistent with the forecast is  slight decline in market interest  rates at the start of the forecast and flat rates until late  2012/early ,4,2011,2011/11/03,0,19,142,2860
535,./Czechia/tk_07sz2011_aj.pdf, The risks to the forecast are skewed towards stable interest  rates in line with the “euro area stagnation” alternative scenario  (see ,5,2011,2011/11/03,0,19,136,2860
536,./Czechia/tk_07sz2011_aj.pdf,"  The message of the forecast  baseline scenario  Inflation pressures from the domestic economy are currently not,significant   commodity prices and food prices are still the main source of ",6,2011,2011/11/03,0,19,190,2860
537,./Czechia/tk_07sz2011_aj.pdf," Headline inflation will rise temporarily to just below 3% in 2012 owing to   VAT,increase  but will fall back below the target at the start of ",7,2011,2011/11/03,0,19,144,2860
538,./Czechia/tk_07sz2011_aj.pdf, Monetary-policy relevant inflation will be slightly below the target over the  entire forecast ,8,2011,2011/11/03,0,19,96,2860
539,./Czechia/tk_07sz2011_aj.pdf, Economic growth in the Czech Republic will continue to slow this ,9,2011,2011/11/03,0,19,66,2860
540,./Czechia/tk_07sz2011_aj.pdf, It will  slow further (to 1.2%) next year as  result of euro area ,9,2011,2011/11/03,0,19,67,2860
542,./Czechia/tk_07sz2011_aj.pdf, The nominal exchange rate is appreciating in the forecast as from the  beginning of ,11,2011,2011/11/03,0,19,85,2860
543,./Czechia/tk_07sz2011_aj.pdf, Consistent with the forecast is  slight decline in market interest rates at the  start of the forecast and flat rates until late 2012/early ,12,2011,2011/11/03,0,19,141,2860
545,./Czechia/tk_07sz2011_aj.pdf, The alternative scenario simulates such foreign  developments that would correspond to the market outlook for euro  interest ,13,2011,2011/11/03,0,19,126,2860
546,./Czechia/tk_07sz2011_aj.pdf," In this,scenario  GDP growth in the euro area slows to almost zero in  ",14,2011,2011/11/03,0,19,72,2860
547,./Czechia/tk_07sz2011_aj.pdf, This transmits immediately to the domestic economy and adversely  influences ,14,2011,2011/11/03,0,19,78,2860
548,./Czechia/tk_07sz2011_aj.pdf, Appreciation of the koruna is markedly slower than in the baseline  ,15,2011,2011/11/03,0,19,69,2860
549,./Czechia/tk_07sz2011_aj.pdf, Weaker exchange rate is associated with higher levels of 3M PRIBOR  compared to the baseline ,16,2011,2011/11/03,0,19,94,2860
550,./Czechia/tk_07sz2011_aj.pdf, Inflation remains broadly at the same levels as in the baseline ,17,2011,2011/11/03,0,19,65,2860
552,./Czechia/tk_07sz2011_aj.pdf," Downside:risks   slower wage growth  substantial deterioration in expected foreign economic growth and further  decline in outlook for world commodity prices and 3M EURIBOR Upside:risks   materialization of the “euro area stagnation” alternative,scenario  leading  to fundamentally weaker koruna exchange rate and lower GDP  weaker koruna exchange rate due to market sentiment 19 Thank you for your attention More information about the forecast  can be found at :http //www.cnb.cz/en/monetary_policy/forecast/ and in Inflation Report,IV/2011  to be published 1 November ",19,2011,2011/11/03,0,19,571,2860
553,./Czechia/tk_02sz2010_aj.pdf," Press conference of the  CNB Bank Board 2nd Situation Report on  Economic and Monetary  Developments March,25  2010 The monetary policy decision taken  and the ratio of the votes cast  At the close of the meeting the Board decided by   majority vote to leave the two-week repo rate unchanged  at ",1,2010,2010/03/25,0,8,297,2107
554,./Czechia/tk_02sz2010_aj.pdf," Four members voted in favour of this,decision  and two  members voted for lowering rates by 0.25 percentage  ",2,2010,2010/03/25,0,8,110,2107
555,./Czechia/tk_02sz2010_aj.pdf,  Reasons for the decision  Headline and monetary-policy relevant inflation will be close  to the 2% target at the monetary policy ,3,2010,2010/03/25,0,8,131,2107
556,./Czechia/tk_02sz2010_aj.pdf, Consistent with the forecast is stability of short-term interest    rates close to current levels in 2010 H1 and  gradual rise in   rates ,4,2010,2010/03/25,0,8,139,2107
557,./Czechia/tk_02sz2010_aj.pdf, New information from Czech economy is generally in line  with the ,5,2010,2010/03/25,0,8,67,2107
560,./Czechia/tk_02sz2010_aj.pdf," Despite  drop in export (-5.5  y-o-y) and import prices (-3.9 ,y-o-y)  both exports and ;  imports started to grow y-o-y in nominal terms (9.1  and,   respectively)  Labour market reacts to the economic slump in 2009 with delay as ",7,2010,2010/03/25,0,8,232,2107
561,./Czechia/tk_02sz2010_aj.pdf," Decline  of employment deepened (-2.1  y-o-y in,2009  Q4) and registered unemployment  continues growing (10.2  in ",7,2010,2010/03/25,0,8,116,2107
562,./Czechia/tk_02sz2010_aj.pdf," Nominal wages accelerated (to 5.2  y-o-y  in,2009  Q4) but only;„seemingly“   February drop in industrial producer prices (-2 %) and agricultural producer prices  (-5.6 %) manifest persisting anti-inflationary effects of commodities‘ and food prices.     Comparison of actual data with  the CNB forecast 12 actual data 10.2 9.9 10 forecast   5.2 4.7   0.9 0.6  -2 -2.7 -4 -3.1 GDP,(Q4 2009) inflation (February 2010) average wage   unemployment ,(Q4 2009),(Q1 2010):Note  for unemployment comparison of February data with forecastfor the quarter   Major risks of the forecast Forecast risks are slightly on the ",7,2010,2010/03/25,0,8,612,2107
563,./Czechia/tk_02sz2010_aj.pdf," Major risks on the:downside   outlook for the foreign interest rates  observed inflation and its short-term outlook Major risk on the:upside   no marked asymmetric risks in this direction have been identified Risk to both:sides    nominal wages development  Thank you for your attention Minutes from today‘s  meeting will be released on  April,  2010 at:http:",8,2010,2010/03/25,0,8,360,2107
564,./Czechia/tk_05sz2010_aj.pdf, Press conference of the CNB Bank Board 5th Situation Report on  Economic and Monetary  Developments  August 2010 The monetary policy decision taken and the ratio of the votes cast  At the close of the meeting the Bank Board decided  unanimously to leave the two-week repo rate unchanged  at ,1,2010,2010/08/05,0,11,292,1760
566,./Czechia/tk_05sz2010_aj.pdf,  Reasons for the decision  Headline and monetary-policy relevant inflation will be at  the 2% target over the monetary policy ,3,2010,2010/08/05,0,11,127,1760
568,./Czechia/tk_05sz2010_aj.pdf," Consistent with the forecast is stability of market interest  rates close to their current levels,initially  followed by   gradual rise in rates as from 2011 ",5,2010,2010/08/05,0,11,159,1760
569,./Czechia/tk_05sz2010_aj.pdf,  The message of the forecast  Headline inflation will quickly rise over the forecast and at the end of 2010 it  will temporarily exceed the inflation target ,6,2010,2010/08/05,0,11,158,1760
570,./Czechia/tk_05sz2010_aj.pdf," After the unwinding of these ,impacts  headline inflation will slow slightly and will be close to the inflation  ",6,2010,2010/08/05,0,11,114,1760
571,./Czechia/tk_05sz2010_aj.pdf, Monetary-policy relevant inflation will continuously grow over the forecast  and will be approaching the target in 2011 ,7,2010,2010/08/05,0,11,121,1760
572,./Czechia/tk_05sz2010_aj.pdf," The economy has recovered from the,recession  but the recovery is only  modest and more robust economic growth can be expected only in 2011- 2012  The nominal exchange rate is gradually appreciating over the forecast ",8,2010,2010/08/05,0,11,218,1760
573,./Czechia/tk_05sz2010_aj.pdf," Consistent with the forecast is stability of market interest rates close to their  current levels,initially  followed by  gradual rise in rates as from 2011 ",9,2010,2010/08/05,0,11,158,1760
