,filename,sentence,paragraph_index,paragraphs,num_char_sentence,total_chars
358,C:/Modeling/ETA/Czechia/tk_05sz2009_aj.pdf,"Press Conference of the CNB Bank Board 5th Situation Report on Economic  and Monetary Developments August 6, 2009 TThhee  mmoonneettaarryy  ppoolliiccyy  ddeecciissiioonn  ttaakkeenn   aanndd  tthhee  rraattiioo  ooff  tthhee  vvootteess  ccaasstt At the close of the meeting the Board decided unanimously to decrease the CNB two-week repo rate by 0.25 percentage  point to 1.25 %, effective 7 August 2009.",1.0,8.0,406.0,4624.0
359,C:/Modeling/ETA/Czechia/tk_05sz2009_aj.pdf,"At the same time it  decided to decrease the discount rate and Lombard rate by  the same amount, to 0.25 % and 2.25 % respectively.",1.0,8.0,131.0,4624.0
360,C:/Modeling/ETA/Czechia/tk_05sz2009_aj.pdf,MMeessssaaggee  ooff  tthhee  ffoorreeccaasstt • Headline (and monetary-policy relevant) inflation will continue  to fall this year.,1.0,8.0,132.0,4624.0
361,C:/Modeling/ETA/Czechia/tk_05sz2009_aj.pdf,It will remain low but positive for the rest of  this year and at the start of 2010.,1.0,8.0,84.0,4624.0
362,C:/Modeling/ETA/Czechia/tk_05sz2009_aj.pdf,Next year inflation will start  rising and will get to the 2% inflation target at the end of 2010.,1.0,8.0,98.0,4624.0
363,C:/Modeling/ETA/Czechia/tk_05sz2009_aj.pdf,"• The economic decline bottomed out in Q2 and the quarter-on- quarter growth is expected as from 2009 Q3. However, the  sharp fall in GDP at the beginning of the year will pass through  into a year-on-year decline in GDP for the remainder of the  year.",2.0,8.0,252.0,4624.0
364,C:/Modeling/ETA/Czechia/tk_05sz2009_aj.pdf,• The nominal exchange rate of the koruna is modestly  appreciating over the forecast horizon.,3.0,8.0,94.0,4624.0
365,C:/Modeling/ETA/Czechia/tk_05sz2009_aj.pdf,• Consistent with the forecast is a decline in market interest rates  this year followed by a modest rise from 2010 H2 onwards.,4.0,8.0,127.0,4624.0
366,C:/Modeling/ETA/Czechia/tk_05sz2009_aj.pdf,"TThhee  eexxtteerrnnaall  eennvviirroonnmmeenntt ((ii)) Comparison between the actual and previous forecast assumptions 4 2,8 3 1,8 1,9 2 1,3 1,5 1,3 1,3 1,3 1,6 1,4 1,3 1,6 1,0 0,8 1 0,6 0,4 0 -1 -2 -1,6 -3 -3,2 -3,3 -4 new forecast -5 -4,7 previous forecast -6 2009 2010 2011 2009 2010 2011 2009 2010 2011 2009 2010 2011 Consumer prices Producer prices GDP 3M EURIBOR TThhee  eexxtteerrnnaall  eennvviirroonnmmeenntt ((iiii)) Comparison between the actual and previous forecast assumptions 80 new forecast 1,40 new forecast previous forecast previous forecast1,37 1,37 1,36 70,9 70 1,35 66,3 1,33 1,32 63,3 60 1,30 57,2 52,7 50 1,25 40 1,20 2009 2010 2011 2009 2010 2011 Brent oil (USD/barel) USD/EUR  TThhee  ffoorreeccaasstt  ffoorr  hheeaaddlliinnee  iinnffllaattiioonn 8 Monetary  policy horizon   6 4 Inflation target 2 0 -2 III/07 IV I/08  II III IV I/09 II III IV I/10 II III IV I/11 90% 70% 50% 30% confidence interval TThhee  ffoorreeccaasstt  ffoorr  mmoonneettaarryy--ppoolliiccyy   rreelleevvaanntt  iinnffllaattiioonn   8 Monetary  policy horizon   6 4 Inflation target 2 0 -2 III/07 IV I/08  II III IV I/09 II III IV I/10 II III IV I/11 90% 70% 50% 30% confidence interval TThhee  ffoorreeccaasstt  ffoorr  GGDDPP 8 6 4 2 0 -2 -4 -6 -8 III/07 IV I/08  II III IV I/09 II III IV I/10 II III IV I/11 90% 70% 50% 30% confidence interval TThhee  ffoorreeccaasstt  ffoorr  iinntteerreesstt rraatteess ((33MM  PPRRIIBBOORR)) 6 5 4 3 2 1 0 III/07 IV I/08  II III IV I/09 II III IV I/10 II III IV I/11 90% 70% 50% 30% confidence interval TThhee  ffoorreeccaasstt  ffoorr  eexxcchhaannggee  rraattee ((CCZZKK//EEUURR,,  qquuaarrtteerrllyy  aavveerraaggeess)) 30 28 26 24 22 20 III/07 IV I/08  II III IV I/09 II III IV I/10 II III IV I/11 90% 70% 50% 30% confidence interval FFoorreeccaasstt  iinn  nnuummbbeerrss   Headline inflation in:   2010, Q3                                              1.3 %   2010, Q4 1.9 %    Monetary-policy relevant inflation in:   2010, Q3   1.7 %   2010, Q4 1.9 %      GDP growth in:   2009                                                           -3.8 %   2010                                                            0.7 %   2011                                                             2.2 %   Nominal interest rates (3M PRIBOR) in:   2010, Q3 1.7 %   2010, Q4 1.9 %    Exchange rates (CZK/EUR) in:   2009                                26.6 CZK/EUR   2010                                       25.7 CZK/EUR   2011                                                             25.3 CZK/EUR CCoommppaarriissoonn  wwiitthh  tthhee  pprreevviioouuss   ffoorreeccaasstt • Compared to the previous forecast, the economic recession in  2009 is markedly deeper.",4.0,8.0,2698.0,4624.0
367,C:/Modeling/ETA/Czechia/tk_05sz2009_aj.pdf,• The forecast for both headline and monetary-policy relevant  inflation in 2009 and 2010 is somewhat lower than in the  previous forecast.,5.0,8.0,139.0,4624.0
368,C:/Modeling/ETA/Czechia/tk_05sz2009_aj.pdf,• The interest rate path lies slightly below the level of the  previous forecast in both 2009 and 2010.,6.0,8.0,103.0,4624.0
369,C:/Modeling/ETA/Czechia/tk_05sz2009_aj.pdf,"• The CZK/EUR exchange rate outlook is equal to the previous  forecast in 2009, whereas in 2010 is somewhat stronger.",7.0,8.0,117.0,4624.0
370,C:/Modeling/ETA/Czechia/tk_05sz2009_aj.pdf,MMaajjoorr  rriisskkss  ooff  tthhee  ffoorreeccaasstt Forecast risks are overall slightly on the down side.,7.0,8.0,108.0,4624.0
371,C:/Modeling/ETA/Czechia/tk_05sz2009_aj.pdf,Inflation risk on the down side: - currently stronger koruna exchange rate Inflation risk on the up side: - currently higher oil prices,8.0,8.0,135.0,4624.0
372,C:/Modeling/ETA/Czechia/tk_05sz2010_aj.pdf,Press conference of the CNB Bank Board 5th Situation Report on  Economic and Monetary  Developments 5 August 2010 The monetary policy decision taken and the ratio of the votes cast • At the close of the meeting the Bank Board decided  unanimously to leave the two-week repo rate unchanged  at 0.75%.,1.0,11.0,299.0,3769.0
373,C:/Modeling/ETA/Czechia/tk_05sz2010_aj.pdf,• Five out of seven Bank Board members attended the  meeting.,2.0,11.0,61.0,3769.0
374,C:/Modeling/ETA/Czechia/tk_05sz2010_aj.pdf,2 Reasons for the decision • Headline and monetary-policy relevant inflation will be at  the 2% target over the monetary policy horizon.,3.0,11.0,136.0,3769.0
375,,,,,,
376,C:/Modeling/ETA/Czechia/tk_05sz2010_aj.pdf,"• Consistent with the forecast is stability of market interest  rates close to their current levels initially, followed by a  gradual rise in rates as from 2011 H2.",5.0,11.0,164.0,3769.0
377,C:/Modeling/ETA/Czechia/tk_05sz2010_aj.pdf,3 The message of the forecast • Headline inflation will quickly rise over the forecast and at the end of 2010 it  will temporarily exceed the inflation target .,6.0,11.0,160.0,3769.0
378,C:/Modeling/ETA/Czechia/tk_05sz2010_aj.pdf,"After the unwinding of these  impacts, headline inflation will slow slightly and will be close to the inflation  target.",6.0,11.0,120.0,3769.0
379,C:/Modeling/ETA/Czechia/tk_05sz2010_aj.pdf,• Monetary-policy relevant inflation will continuously grow over the forecast  and will be approaching the target in 2011 H2.,7.0,11.0,125.0,3769.0
380,C:/Modeling/ETA/Czechia/tk_05sz2010_aj.pdf,"• The economy has recovered from the recession, but the recovery is only  modest and more robust economic growth can be expected only in 2011- 2012 • The nominal exchange rate is gradually appreciating over the forecast horizon.",8.0,11.0,228.0,3769.0
381,C:/Modeling/ETA/Czechia/tk_05sz2010_aj.pdf,"• Consistent with the forecast is stability of market interest rates close to their  current levels initially, followed by a gradual rise in rates as from 2011 H2.",9.0,11.0,163.0,3769.0
382,C:/Modeling/ETA/Czechia/tk_05sz2010_aj.pdf,"4 The external environment (i) Comparison between assumptions of the new and previous  forecasts for the effective euro area 3 2,2 2,2 new forecast 2,1 2,0 2,0 previous forecast 2 1,9 1,9 1,8 1,7 1,6 1,6 1,6 1,5 1,5 2 1,3 1,2 1,1 1 0,9 0,8 0,8 1 0 2010 2011 2012 2010 2011 2012 2010 2011 2012 2010 2011 2012 Consumer prices Producer pricees GDP 3M EURIBOR 5 The external environment (ii) Comparison between assumptions of the new and previous  forecasts  100 new forecast 1,40 new forecast previous forecast previous forecast 90,1 1,35 90 1,35 1,33 84,2 81,4 78,6 80 1,30 75,9 1,28 70 1,25 1,21 1,20 60 1,20 50 1,15 40 1,10 2010 2011 2012 2010 2011 2012 Brent oil (USD/barel) USD/EUR  6 The forecast for headline inflation 8 Monetary  policy horizon   6 4 Inflation target 2 0 -2 III/08 IV I/09 II III IV I/10 II III IV I/11 II III IV I/12 90% 70% 50% 30% confidence interval 7 The forecast for monetary-policy  relevant inflation 8 Monetary  policy horizon   6 4 Inflation target 2 0 -2 III/08 IV I/09 II III IV I/10 II III IV I/11 II III IV I/12 90% 70% 50% 30% confidence interval 8 The forecast for GDP 10 8 6 4 2 0 -2 -4 -6 III/08 IV I/09 II III IV I/10 II III IV I/11 II III IV I/12 90% 70% 50% 30% confidence interval 9 The forecast for interest rates (3M PRIBOR) 5 4 3 2 1 0 III/08 IV I/09 II III IV I/10 II III IV I/11 II III IV I/12 90% 70% 50% 30% confidence interval 10 The forecast for the CZK/EUR exchange rate  (quarterly averages) 30 28 26 24 22 20 18 III/08 IV I/09 II III IV I/10 II III IV I/11 II III IV I/12 90% 70% 50% 30% confidence interval 11 Comparison with the  previous forecast 4 28 new forecast previous forecast 2,9 3 26 3 25,425,3 2,2 24,9 2 1,9 1,8 1,9 1,8 1,8 1,8 1,9 24,3 23,9 1,6 24 1,4 1,4 2 1,2 1,1 1 22 1 0 20 III/2011 IV/2011 2010 2011 2012 2010 2011 2012 2010 2011 2012 Consumer prices GDP 3M PRIBOR CZK/EUR (right axis) 12 Major risks to the forecast Forecast risks are slightly on the downside.",10.0,11.0,1936.0,3769.0
383,C:/Modeling/ETA/Czechia/tk_05sz2010_aj.pdf,"• Downside risks: • current exchange rate developments • planned fiscal consolidation • Upside risk: • commodity prices developments 13 Thank you for your attention More information about the  forecast can be found at  http://www.cnb.cz/en/monetary_policy/forecast/ and in Inflation Report III/2010,  to be published 13 August  2010.",11.0,11.0,333.0,3769.0
384,C:/Modeling/ETA/Czechia/tk_05sz2011_aj.pdf,Press conference of the CNB Bank Board 5th Situation Report on  Economic and Monetary  Developments 4 August 2011 The monetary policy decision taken and the ratio of the votes cast • At the close of the meeting the Bank Board decided by a  majority vote to leave the two-week repo rate unchanged  at 0.75%.,1.0,13.0,306.0,4119.0
385,C:/Modeling/ETA/Czechia/tk_05sz2011_aj.pdf,"• Five members voted in favour of this decision, and two  members voted for increasing rates by 0.25 percentage  point.",2.0,13.0,119.0,4119.0
386,C:/Modeling/ETA/Czechia/tk_05sz2011_aj.pdf,2 Reasons for the decision  • Monetary-policy relevant inflation will be close to the  inflation target over the entire forecast horizon.,3.0,13.0,137.0,4119.0
387,C:/Modeling/ETA/Czechia/tk_05sz2011_aj.pdf,Headline  inflation will be temporarily slightly above 3% due to a VAT  increase.,3.0,13.0,81.0,4119.0
388,C:/Modeling/ETA/Czechia/tk_05sz2011_aj.pdf,• Consistent with the forecast is broad stability of market  interest rates at the start of the forecast horizon and a  gradual rise in rates starting in late 2011/early 2012.,4.0,13.0,175.0,4119.0
389,C:/Modeling/ETA/Czechia/tk_05sz2011_aj.pdf,The  rates do not react to the first-round effects of the VAT  increase.,4.0,13.0,72.0,4119.0
390,,,,,,
391,C:/Modeling/ETA/Czechia/tk_05sz2011_aj.pdf,"3 The message of the forecast • Inflation pressures from the domestic economy are currently not significant,  commodity prices and food prices are the main source of inflation.",6.0,13.0,176.0,4119.0
392,C:/Modeling/ETA/Czechia/tk_05sz2011_aj.pdf,"• Headline inflation will be just above 3% in 2012 owing to the VAT increase, but will  return to the target at the start of 2013.",7.0,13.0,130.0,4119.0
393,C:/Modeling/ETA/Czechia/tk_05sz2011_aj.pdf,• Monetary-policy relevant inflation will be close to the target over the entire forecast  horizon (low second-round effects of the VAT changes are assumed).,8.0,13.0,157.0,4119.0
394,C:/Modeling/ETA/Czechia/tk_05sz2011_aj.pdf,"• Economic growth in the Czech Republic will slow this year due to fiscal consolidation,  slower growth in external demand and fading investment in inventories.",9.0,13.0,160.0,4119.0
395,C:/Modeling/ETA/Czechia/tk_05sz2011_aj.pdf,Real  economic activity will not show higher growth until 2013.,9.0,13.0,63.0,4119.0
396,C:/Modeling/ETA/Czechia/tk_05sz2011_aj.pdf,• The nominal exchange rate is gradually appreciating over the forecast horizon.,10.0,13.0,80.0,4119.0
397,C:/Modeling/ETA/Czechia/tk_05sz2011_aj.pdf,• Consistent with the forecast is broad stability of market interest rates at the start of  the forecast horizon and a gradual rise in rates starting in late 2011/early 2012.,11.0,13.0,174.0,4119.0
398,C:/Modeling/ETA/Czechia/tk_05sz2011_aj.pdf,4 The external environment (i) Comparison between the assumptions of the new and  previous forecasts for the effective euro area 6 5.2 previous forecast 5 4.7 new forecast 4 2.8 3 2.7 2.6 2.5 2.5 2.5 2.4 2.4 2.3 2.2 2.2 2.2 2.1 2.1 2.1 2.0 2 1.6 1.5 1 0 2011 2012 2013 2011 2012 2013 2011 2012 2013 2011 2012 2013 Consumer prices Producer prices GDP 3M EURIBOR 5 The external environment (ii) Comparison between the assumptions of the new and previous forecasts 140 1.50 previous forecast previous forecast new forecast 130 new forecast 1.45 1.42 1.41 120 115.9 115.2 116.0 113.3 113.6 1.40 1.38 1.37 110 1.36 1.35 100 90 1.30 80 1.25 70 1.20 60 1.15 50 40 1.10 2011 2012 2013 2011 2012 2013 Brent oil (USD/barrel) USD/EUR  6 The forecast for headline inflation 8 Monetary  policy horizon   6 4 Inflation target 2 0 -2 III/09 IV I/10 II III IV I/11 II III IV I/12 II III IV I/13 90% 70% 50% 30% confidence interval 7 The forecast for monetary-policy  relevant inflation 8 Monetary  policy horizon   6 4 Inflation target 2 0 -2 III/09 IV I/10 II III IV I/11 II III IV I/12 II III IV I/13 90% 70% 50% 30% confidence interval 8 The forecast for GDP 10 8 6 4 2 0 -2 -4 -6 III/09 IV I/10 II III IV I/11 II III IV I/12 II III IV I/13 90% 70% 50% 30% confidence interval 9 The forecast for interest rates (3M PRIBOR) 5 4 3 2 1 0 III/09 IV I/10 II III IV I/11 II III IV I/12 II III IV I/13 90% 70% 50% 30% confidence interval 10 The forecast for the CZK/EUR exchange rate  (quarterly averages) 27 25 23 21 19 III/09 IV I/10 II III IV I/11 II III IV I/12 II III IV I/13 90% 70% 50% 30% confidence interval 11 Comparison with the  previous forecast 4 previous forecast 3.8 26 new forecast 3.2 3.1 3 2.8 24.124.1 2.5 24 23.4 2.2 2.2 2.1 2.1 23.1 2.0 2 1.7 22.5 1.5 1.3 1.2 22 1 0 20 III/2012 IV/2012 2011 2012 2013 2011 2012 2013 2011 2012 2013 Consumer prices GDP 3M PRIBOR CZK/EUR (right-hand scale) 12 Major risks to the forecast The risks to the forecast are balanced.,12.0,13.0,1961.0,4119.0
399,C:/Modeling/ETA/Czechia/tk_05sz2011_aj.pdf,"Downside risk: • lower foreign interest rates Upside risk: • weaker koruna exchange rate 13 Thank you for your attention More information about the  forecast can be found at  http://www.cnb.cz/en/monetary_policy/forecast/ and in Inflation Report III/2011, to be published 12 August 2011.",13.0,13.0,287.0,4119.0
400,C:/Modeling/ETA/Czechia/tk_05sz2012_aj.pdf,Press conference of the  CNB Bank Board 5th Situation Report on  Economic and Monetary  Developments 2 August 2012 The monetary policy decision taken  and the ratio of the votes cast •  At the close of the meeting the Board decided  by a majority vote to leave the two-week repo rate  unchanged at 0.50%.,1.0,11.0,304.0,4257.0
401,C:/Modeling/ETA/Czechia/tk_05sz2012_aj.pdf,"•  Four members voted in favour of this decision, and two  members voted for lowering rates by 0.25 percentage  point.",2.0,11.0,118.0,4257.0
402,C:/Modeling/ETA/Czechia/tk_05sz2012_aj.pdf,"2 Reasons for the decision •  At the monetary policy horizon, headline inflation will be slightly  above the CNB’s inflation target due to tax changes, monetary-  policy relevant inflation will be in the lower half of the tolerance  band.",3.0,11.0,238.0,4257.0
403,C:/Modeling/ETA/Czechia/tk_05sz2012_aj.pdf,"•  Consistent with the forecast is a decline in market interest rates  in the next few quarters, followed by a rise in rates in 2014.",4.0,11.0,133.0,4257.0
404,,,,,,
405,C:/Modeling/ETA/Czechia/tk_05sz2012_aj.pdf,"3 The message of the forecast  baseline scenario •  Tax changes, commodity prices and exchange rate depreciation are  the sources of observed inflation.",6.0,11.0,152.0,4257.0
406,,,,,,
407,C:/Modeling/ETA/Czechia/tk_05sz2012_aj.pdf,"•  Headline inflation will fall to the CNB’s target in late 2012/early2013, whereas  monetary-policy relevant inflation will decline below the target.",7.0,11.0,150.0,4257.0
408,C:/Modeling/ETA/Czechia/tk_05sz2012_aj.pdf,•  The Czech economy will fall by 0.9% this year as a result of a marked  slowdown in external demand and subdued domestic demand against the  background of fiscal consolidation.,8.0,11.0,178.0,4257.0
409,C:/Modeling/ETA/Czechia/tk_05sz2012_aj.pdf,"In 2013, GDP growth will reach 0.8%, as  external demand will gradually recover but fiscal policy will be restrictive.",8.0,11.0,118.0,4257.0
410,C:/Modeling/ETA/Czechia/tk_05sz2012_aj.pdf,•  The nominal exchange rate against the euro is very slowly appreciating.,9.0,11.0,74.0,4257.0
411,C:/Modeling/ETA/Czechia/tk_05sz2012_aj.pdf,"•  Consistent with the forecast is a decline in market interest rates in the next  few quarters, followed by a rise in rates in 2014.",10.0,11.0,133.0,4257.0
412,C:/Modeling/ETA/Czechia/tk_05sz2012_aj.pdf,"4 The external environment (i) Comparison between the assumptions of the new and  previous forecasts for the effective euro area 3 previous forecast 2.5 2.4 new forecast 2.3 2.3 2.3 2.1 2.1 2.0 2.0 2.0 2 1.9 1.6 1.2 1 0.8 0.8 0.7 0.7 0.6 0.5 0.5 0 2012 2013 2014 2012 2013 2014 2012 2013 2014 2012 2013 2014 Consumer prices Producer prices GDP 3M EURIBOR 5 The external environment (ii) Comparison between the assumptions of the new and previous forecasts 140 1.50 previous forecast previous forecast new forecast 130 new forecast 1.45 119.2 120 112.3 1.40 110 105.9 1.35 100 96.4 94.2 1.30 1.29 90 1.30 1.27 1.25 80 1.24 1.25 70 1.20 60 1.15 50 40 1.10 2012 2013 2014 2012 2013 2014 Brent oil (USD/barrel) USD/EUR  6 The forecast for headline inflation 7 Monetary  policy 6 horizon   5 4 3 Inflation target 2 1 0 -1 III/10 IV I/11 II III IV I/12 II III IV I/13 II III IV I/14 90% 70% 50% 30% confidence interval 7 The forecast for monetary-policy  relevant inflation 7 Monetary  policy 6 horizon   5 4 3 Inflation target 2 1 0 -1 III/10 IV I/11 II III IV I/12 II III IV I/13 II III IV I/14 90% 70% 50% 30% confidence interval 8 Headline and monetary-policy  relevant inflation 8 Monetary  6 policy  horizon 4 Inflation target 2 0 -2 I/08 I/09 I/10 I/11 I/12 I/13 I/14 Monetary-policy relevant inflation Headline inflation 9 The forecast for GDP 10 8 6 4 2 0 -2 -4 III/10 IV I/11 II III IV I/12 II III IV I/13 II III IV I/14 90% 70% 50% 30% confidence interval 10 The forecast for interest rates  (3M PRIBOR) 4 3 2 1 0 III/10 IV I/11 II III IV I/12 II III IV I/13 II III IV I/14 90% 70% 50% 30% confidence interval 11 The forecast for the CZK/EUR exchange rate  (quarterly averages) 28 26 24 22 20 III/10 IV I/11 II III IV I/12 II III IV I/13 II III IV I/14 90% 70% 50% 30% confidence interval 12 Comparison with the  previous forecast 4 previous forecast 26 new forecast 25.3 25.1 24.9 3 24.7 2.5 2.3 2.3 24.3 1.9 2 24 1.4 1.4 1.0 1.0 1.0 0.8 1 0.4 0.3 0.0 0 22 -1 -0.9 -2 20 III/2013 IV/2013 2012 2013 2014 2012 2013 2014 2012 2013 2014 Consumer prices GDP 3M PRIBOR CZK/EUR (right-hand scale) 13 Major risks to the forecast The risks to the forecast are balanced Downside risk: •  adoption of additional fiscal measures in 2014 (beyond those  already incorporated in the forecast) Upside risks: •  higher world prices of energy and agricultural commodities 14 Thank you for your attention More information about the forecast  can be found at  http://www.cnb.cz/en/monetary_policy/forecast/ and in Inflation Report III/2012,  to be published 10 August 2012.",11.0,11.0,2559.0,4257.0
413,C:/Modeling/ETA/Czechia/tk_05sz2013_aj.pdf,Press conference of the   CNB Bank Board 5th Situation Report on  Economic and Monetary  Developments 1 August 2013     The monetary policy decision and  the stance of the CNB • At the close of the meeting the Board decided unanimously to  leave  the two-week repo rate unchanged at 0.05%.,1.0,15.0,289.0,4465.0
414,C:/Modeling/ETA/Czechia/tk_05sz2013_aj.pdf,• Interest rates will remain at current levels (i.e. at technical zero)  over  a longer horizon until inflation pressures increase  significantly.,2.0,15.0,146.0,4465.0
415,C:/Modeling/ETA/Czechia/tk_05sz2013_aj.pdf,• The likelihood of launching foreign exchange interventions to  ease  monetary policy has increased further.,3.0,15.0,109.0,4465.0
416,C:/Modeling/ETA/Czechia/tk_05sz2013_aj.pdf,"22 Reasons for the decision within  the context of the forecast • Consistent with the forecast is a decline in market interest rates to  zero,  followed by a noticeable rise in rates only in 2015.",4.0,15.0,196.0,4465.0
417,C:/Modeling/ETA/Czechia/tk_05sz2013_aj.pdf,"• Given the zero lower bound on monetary policy rates, this points to  a nee d for easing monetary policy using other instruments.",5.0,15.0,130.0,4465.0
418,C:/Modeling/ETA/Czechia/tk_05sz2013_aj.pdf,• The new forecast does not predict an increase in inflation pressures  and n o tangible risks of such an increase in inflation pressures can  be identified either.,6.0,15.0,164.0,4465.0
419,C:/Modeling/ETA/Czechia/tk_05sz2013_aj.pdf,• The risks to the new forecast are skewed towards a need for easier  mone tary conditions.,7.0,15.0,91.0,4465.0
420,C:/Modeling/ETA/Czechia/tk_05sz2013_aj.pdf,33 The message of the forecast • Food prices continue to be the source of current inflation.,8.0,15.0,92.0,4465.0
421,C:/Modeling/ETA/Czechia/tk_05sz2013_aj.pdf,The contribution of tax changes  and administered prices has decreased.,8.0,15.0,71.0,4465.0
422,C:/Modeling/ETA/Czechia/tk_05sz2013_aj.pdf,The domestic economy continues to dampen    inflation significantly.,8.0,15.0,68.0,4465.0
423,C:/Modeling/ETA/Czechia/tk_05sz2013_aj.pdf,"• Headline inflation will be below the CNB’s 2% target this year, monetary-policy relevant  inflation will be below the lower boundary of the tolerance band.",9.0,15.0,157.0,4465.0
424,C:/Modeling/ETA/Czechia/tk_05sz2013_aj.pdf,"At the monetary policy      horizon, headline and monetary-policy will gradually approach the target again.",9.0,15.0,107.0,4465.0
425,C:/Modeling/ETA/Czechia/tk_05sz2013_aj.pdf,"• This year, GDP will drop by 1.5% overall and a gradual recovery will be seen from 2013  Q2. Next year, GDP will grow by approximately 2% due to accelerating external demand    amid an unwinding dampening effect of domestic fiscal consolidation.",10.0,15.0,246.0,4465.0
426,,,,,,
427,C:/Modeling/ETA/Czechia/tk_05sz2013_aj.pdf,• The exchange rate of the koruna against the euro has weakened and will appreciate only  very slowly over the forecast horizon.,11.0,15.0,128.0,4465.0
428,C:/Modeling/ETA/Czechia/tk_05sz2013_aj.pdf,"  • Consistent with the forecast is a decline in market interest rates to zero, followed by a  noticeable rise in rates only in 2015.",12.0,15.0,133.0,4465.0
429,C:/Modeling/ETA/Czechia/tk_05sz2013_aj.pdf,  4 The external environment (i) Comparison between the assumptions of the new and previous  forecasts for the effective euro area 3 2.7 previous forecast new forecast 2.1 2.1 2.0 2.0 2.0 2 1.9 1.9 1.8 1.7 1.6 1.4 1.0 1 0.7 0.5 0.4 0.4 0.3 0.2 0.2 0 2013 2014 2015 2013 2014 2015 2013 2014 2015 2013 2014 2015 Consumer prices Producer prices GDP 3M EURIBOR 5 The external environment (ii) Comparison between the assumptions of the new and previous forecasts 120 previous forecast 1.35 previous forecast new forecast new forecast 110 106.5106.8 1.30 1.30 1.30 101.1101.1 100 95.7 1.27 1.27 1.27 90 1.25 80 1.20 70 60 1.15 2013 2014 2015 2013 2014 2015 Brent oil (USD/barrel) USD/EUR  6 The forecast for headline inflation 6 Monetary  policy 5 horizon   4 3 Inflation target 2 1 0 -1 III/11 IV I/12 II III IV I/13 II III IV I/14 II III IV I/15 90% 70% 50% 30% confidence interval 7 The forecast for monetary-policy  relevant inflation 6 Monetary  policy 5 horizon   4 3 Inflation target 2 1 0 -1 III/11 IV I/12 II III IV I/13 II III IV I/14 II III IV I/15 90% 70% 50% 30% confidence interval 8 The forecast for GDP 10 8 6 4 2 0 -2 -4 III/11 IV I/12 II III IV I/13 II III IV I/14 II III IV I/15 90% 70% 50% 30% confidence interval 9 The forecast for interest rates   (3M PRIBOR) 4 3 2 1 0 III/11 IV I/12 II III IV I/13 II III IV I/14 II III IV I/15 90% 70% 50% 30% confidence interval 10 The forecast for the CZK/EUR exchange rate  (quarterly averages) 29 27 25 23 21 III/11 IV I/12 II III IV I/13 II III IV I/14 II III IV I/15 90% 70% 50% 30% confidence interval 11 Comparison with the  previous forecast 4 27 previous forecast 3.3 new forecast 25.7 25.6 25.6 25.3 25.2 3 2.1 2.0 1.9 1.8 1.8 2 1.7 24 0.8 1 0.6 0.3 0.3 0.2 0 21 -0.5 -1 -1.5 -2 18 III/2014 IV/2014 2013 2014 2015 2013 2014 2015 2013 2014 2015 GDP Consumer prices 3M PRIBOR CZK/EUR (right axis) 12 Risks to the forecast The risks to the forecast are skewed towards a need for  easier monetary conditions.,13.0,15.0,1967.0,4465.0
430,C:/Modeling/ETA/Czechia/tk_05sz2013_aj.pdf,"Risks in this direction: − energy prices   − a risk of unfulfilled expectations of an economic recovery  in the  euro area   1133 Thank you for your attention More information about the forecast  can be found at  http://www.cnb.cz/en/monetary_policy/forecast/ and in Inflation Report III/2013,   to be published 9 August 2013.",14.0,15.0,326.0,4465.0
431,,,,,,
432,,,,,,
433,,,,,,
434,,,,,,
435,,,,,,
436,,,,,,
437,,,,,,
438,,,,,,
439,,,,,,
440,,,,,,
441,,,,,,
442,,,,,,
443,,,,,,
444,,,,,,
445,,,,,,
446,C:/Modeling/ETA/Czechia/tk_06sz2010_aj.pdf,"Press conference of the  CNB Bank Board 6th Situation Report on  Economic and Monetary  Developments September 23, 2010 The monetary policy decision taken  and the ratio of the votes cast • At the close of the meeting the Bank Board decided by a  majority of the votes cast to leave the two-week repo rate  unchanged at 0.75%.",1.0,7.0,326.0,3432.0
447,C:/Modeling/ETA/Czechia/tk_06sz2010_aj.pdf,• Six board members voted in favour of this decision and  one member voted for increasing rates by 0.25  percentage point.,2.0,7.0,122.0,3432.0
448,C:/Modeling/ETA/Czechia/tk_06sz2010_aj.pdf,"2 Reasons for the decision • According to the forecast, headline and monetary-policy  relevant inflation will be close to the 2% target at the  monetary policy horizon.",3.0,7.0,168.0,3432.0
449,C:/Modeling/ETA/Czechia/tk_06sz2010_aj.pdf,"• Consistent with the forecast is stability of market interest  rates close to their current levels initially, followed by a  gradual rise in rates as from 2011 H2.",4.0,7.0,164.0,3432.0
450,,,,,,
